Marker_1,Marker_2,Marker_3,Marker_4,Marker_5,Marker_6,Marker_7,Marker_8,Marker_9,Marker_10,GT,MV,DS,GLAD,MACE,n_annotators,WSI,ano,split
-1,2,-1,3,3,-1,-1,-1,-1,-1,3,3,3,3,3,3,CasoHEProstata_A_0051_row_57344_column_104448,CasoHEProstata_A_0051_row_57344_column_104448,train
2,-1,-1,3,3,2,-1,-1,-1,-1,3,3,3,3,3,4,CasoHEProstata_A_0051_row_57344_column_94208,CasoHEProstata_A_0051_row_57344_column_94208,train
1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0051_row_59392_column_88064,CasoHEProstata_A_0051_row_59392_column_88064,train
-1,-1,3,2,-1,-1,-1,-1,-1,-1,3,3,3,3,3,2,CasoHEProstata_A_0051_row_59392_column_94208,CasoHEProstata_A_0051_row_59392_column_94208,train
-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0051_row_61440_column_88064,CasoHEProstata_A_0051_row_61440_column_88064,train
1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0051_row_61440_column_94208,CasoHEProstata_A_0051_row_61440_column_94208,train
-1,-1,-1,2,3,-1,-1,-1,-1,-1,2,2,3,3,2,2,CasoHEProstata_A_0051_row_61440_column_96256,CasoHEProstata_A_0051_row_61440_column_96256,train
-1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0053_row_19380_column_119015,CasoHEProstata_A_0053_row_19380_column_119015,train
1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0053_row_21428_column_106727,CasoHEProstata_A_0053_row_21428_column_106727,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0053_row_21428_column_108775,CasoHEProstata_A_0053_row_21428_column_108775,train
1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0053_row_21428_column_110823,CasoHEProstata_A_0053_row_21428_column_110823,train
-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0053_row_21428_column_114919,CasoHEProstata_A_0053_row_21428_column_114919,train
-1,-1,2,-1,-1,1,-1,-1,-1,-1,2,2,1,1,2,2,CasoHEProstata_A_0053_row_21428_column_116967,CasoHEProstata_A_0053_row_21428_column_116967,train
2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,2,2,2,CasoHEProstata_A_0053_row_21428_column_119015,CasoHEProstata_A_0053_row_21428_column_119015,train
2,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,CasoHEProstata_A_0053_row_21428_column_121063,CasoHEProstata_A_0053_row_21428_column_121063,train
-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0053_row_41908_column_125159,CasoHEProstata_A_0053_row_41908_column_125159,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0053_row_43956_column_123111,CasoHEProstata_A_0053_row_43956_column_123111,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0053_row_43956_column_125159,CasoHEProstata_A_0053_row_43956_column_125159,train
-1,-1,-1,0,1,-1,2,-1,-1,-1,2,2,1,1,0,3,CasoHEProstata_A_0056_row_19436_column_105723,CasoHEProstata_A_0056_row_19436_column_105723,train
2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,1,1,2,CasoHEProstata_A_0056_row_19436_column_107771,CasoHEProstata_A_0056_row_19436_column_107771,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0056_row_21484_column_105723,CasoHEProstata_A_0056_row_21484_column_105723,train
-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_21484_column_107771,CasoHEProstata_A_0056_row_21484_column_107771,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0056_row_23532_column_105723,CasoHEProstata_A_0056_row_23532_column_105723,train
-1,1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0056_row_23532_column_107771,CasoHEProstata_A_0056_row_23532_column_107771,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0056_row_23532_column_146683,CasoHEProstata_A_0056_row_23532_column_146683,train
-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0056_row_23532_column_148731,CasoHEProstata_A_0056_row_23532_column_148731,train
-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_25580_column_105723,CasoHEProstata_A_0056_row_25580_column_105723,train
1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0056_row_25580_column_146683,CasoHEProstata_A_0056_row_25580_column_146683,train
-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_25580_column_148731,CasoHEProstata_A_0056_row_25580_column_148731,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0056_row_27628_column_107771,CasoHEProstata_A_0056_row_27628_column_107771,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0056_row_27628_column_109819,CasoHEProstata_A_0056_row_27628_column_109819,train
1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_27628_column_150779,CasoHEProstata_A_0056_row_27628_column_150779,train
2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0056_row_29676_column_109819,CasoHEProstata_A_0056_row_29676_column_109819,train
-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_31724_column_109819,CasoHEProstata_A_0056_row_31724_column_109819,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0056_row_31724_column_144635,CasoHEProstata_A_0056_row_31724_column_144635,train
-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0056_row_31724_column_146683,CasoHEProstata_A_0056_row_31724_column_146683,train
-1,-1,2,0,0,-1,-1,-1,-1,-1,0,0,2,0,0,3,CasoHEProstata_A_0056_row_31724_column_148731,CasoHEProstata_A_0056_row_31724_column_148731,train
-1,2,-1,-1,-1,1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0056_row_33772_column_144635,CasoHEProstata_A_0056_row_33772_column_144635,train
-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_33772_column_146683,CasoHEProstata_A_0056_row_33772_column_146683,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0056_row_35820_column_109819,CasoHEProstata_A_0056_row_35820_column_109819,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0056_row_35820_column_111867,CasoHEProstata_A_0056_row_35820_column_111867,train
-1,-1,0,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0056_row_35820_column_144635,CasoHEProstata_A_0056_row_35820_column_144635,train
-1,-1,2,-1,-1,1,-1,-1,-1,-1,2,2,1,1,2,2,CasoHEProstata_A_0056_row_35820_column_148731,CasoHEProstata_A_0056_row_35820_column_148731,train
1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,2,CasoHEProstata_A_0056_row_35820_column_150779,CasoHEProstata_A_0056_row_35820_column_150779,train
-1,-1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0056_row_37868_column_109819,CasoHEProstata_A_0056_row_37868_column_109819,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0056_row_37868_column_111867,CasoHEProstata_A_0056_row_37868_column_111867,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0056_row_37868_column_144635,CasoHEProstata_A_0056_row_37868_column_144635,train
-1,-1,2,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0056_row_37868_column_146683,CasoHEProstata_A_0056_row_37868_column_146683,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0056_row_39916_column_109819,CasoHEProstata_A_0056_row_39916_column_109819,train
-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0056_row_41964_column_154875,CasoHEProstata_A_0056_row_41964_column_154875,train
-1,-1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0058_row_51697_column_106889,CasoHEProstata_A_0058_row_51697_column_106889,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0058_row_51697_column_108937,CasoHEProstata_A_0058_row_51697_column_108937,train
-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0058_row_53745_column_104841,CasoHEProstata_A_0058_row_53745_column_104841,train
-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0058_row_53745_column_106889,CasoHEProstata_A_0058_row_53745_column_106889,train
-1,-1,-1,0,2,-1,2,-1,-1,-1,2,2,2,2,0,3,CasoHEProstata_A_0058_row_53745_column_108937,CasoHEProstata_A_0058_row_53745_column_108937,train
-1,2,-1,-1,-1,3,-1,-1,-1,-1,2,2,3,3,3,2,CasoHEProstata_A_0058_row_53745_column_110985,CasoHEProstata_A_0058_row_53745_column_110985,train
-1,-1,0,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,CasoHEProstata_A_0058_row_55793_column_104841,CasoHEProstata_A_0058_row_55793_column_104841,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0058_row_55793_column_106889,CasoHEProstata_A_0058_row_55793_column_106889,train
2,1,-1,-1,-1,0,-1,-1,-1,-1,2,2,0,0,0,3,CasoHEProstata_A_0058_row_57841_column_104841,CasoHEProstata_A_0058_row_57841_column_104841,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0060_row_22528_column_116736,CasoHEProstata_A_0060_row_22528_column_116736,train
-1,-1,-1,-1,1,2,-1,-1,-1,-1,2,2,2,1,2,2,CasoHEProstata_A_0060_row_24576_column_120832,CasoHEProstata_A_0060_row_24576_column_120832,train
3,1,-1,2,-1,-1,-1,-1,-1,-1,3,3,2,1,2,3,CasoHEProstata_A_0060_row_24576_column_122880,CasoHEProstata_A_0060_row_24576_column_122880,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0060_row_26624_column_100352,CasoHEProstata_A_0060_row_26624_column_100352,train
-1,-1,-1,2,1,-1,-1,-1,-1,-1,2,2,2,1,2,2,CasoHEProstata_A_0060_row_26624_column_118784,CasoHEProstata_A_0060_row_26624_column_118784,train
-1,-1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0060_row_26624_column_120832,CasoHEProstata_A_0060_row_26624_column_120832,train
-1,1,-1,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0060_row_26624_column_122880,CasoHEProstata_A_0060_row_26624_column_122880,train
-1,-1,1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0060_row_26624_column_124928,CasoHEProstata_A_0060_row_26624_column_124928,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0060_row_26624_column_96256,CasoHEProstata_A_0060_row_26624_column_96256,train
2,-1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0060_row_26624_column_98304,CasoHEProstata_A_0060_row_26624_column_98304,train
-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,2,1,2,2,2,CasoHEProstata_A_0060_row_28672_column_100352,CasoHEProstata_A_0060_row_28672_column_100352,train
-1,-1,-1,2,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0060_row_28672_column_102400,CasoHEProstata_A_0060_row_28672_column_102400,train
2,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,2,1,1,3,CasoHEProstata_A_0060_row_28672_column_104448,CasoHEProstata_A_0060_row_28672_column_104448,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0060_row_28672_column_96256,CasoHEProstata_A_0060_row_28672_column_96256,train
2,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0060_row_28672_column_98304,CasoHEProstata_A_0060_row_28672_column_98304,train
1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0060_row_30720_column_102400,CasoHEProstata_A_0060_row_30720_column_102400,train
-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0060_row_30720_column_104448,CasoHEProstata_A_0060_row_30720_column_104448,train
3,-1,0,-1,-1,-1,-1,-1,-1,-1,3,3,3,0,0,2,CasoHEProstata_A_0060_row_30720_column_108544,CasoHEProstata_A_0060_row_30720_column_108544,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0060_row_30720_column_110592,CasoHEProstata_A_0060_row_30720_column_110592,train
-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0060_row_32768_column_104448,CasoHEProstata_A_0060_row_32768_column_104448,train
-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0060_row_32768_column_106496,CasoHEProstata_A_0060_row_32768_column_106496,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0060_row_32768_column_112640,CasoHEProstata_A_0060_row_32768_column_112640,train
1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0060_row_34816_column_108544,CasoHEProstata_A_0060_row_34816_column_108544,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0060_row_34816_column_110592,CasoHEProstata_A_0060_row_34816_column_110592,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0060_row_34816_column_112640,CasoHEProstata_A_0060_row_34816_column_112640,train
-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0063_row_25958_column_97743,CasoHEProstata_A_0063_row_25958_column_97743,train
-1,-1,-1,2,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_25958_column_99791,CasoHEProstata_A_0063_row_25958_column_99791,train
-1,-1,-1,-1,-1,0,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0063_row_28006_column_97743,CasoHEProstata_A_0063_row_28006_column_97743,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_30054_column_118223,CasoHEProstata_A_0063_row_30054_column_118223,train
-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0063_row_30054_column_128463,CasoHEProstata_A_0063_row_30054_column_128463,train
-1,1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0063_row_30054_column_97743,CasoHEProstata_A_0063_row_30054_column_97743,train
1,-1,-1,2,-1,2,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0063_row_30054_column_99791,CasoHEProstata_A_0063_row_30054_column_99791,train
-1,-1,-1,1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_32102_column_116175,CasoHEProstata_A_0063_row_32102_column_116175,train
-1,-1,-1,-1,2,1,-1,-1,-1,-1,2,2,1,2,2,2,CasoHEProstata_A_0063_row_32102_column_128463,CasoHEProstata_A_0063_row_32102_column_128463,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0063_row_32102_column_97743,CasoHEProstata_A_0063_row_32102_column_97743,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_32102_column_99791,CasoHEProstata_A_0063_row_32102_column_99791,train
1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,CasoHEProstata_A_0063_row_34150_column_101839,CasoHEProstata_A_0063_row_34150_column_101839,train
-1,1,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0063_row_34150_column_114127,CasoHEProstata_A_0063_row_34150_column_114127,train
-1,1,2,-1,1,-1,-1,-1,-1,-1,1,1,2,1,2,3,CasoHEProstata_A_0063_row_34150_column_116175,CasoHEProstata_A_0063_row_34150_column_116175,train
-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0063_row_34150_column_128463,CasoHEProstata_A_0063_row_34150_column_128463,train
-1,-1,-1,0,-1,2,-1,-1,-1,-1,2,2,2,2,0,2,CasoHEProstata_A_0063_row_34150_column_130511,CasoHEProstata_A_0063_row_34150_column_130511,train
1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_34150_column_97743,CasoHEProstata_A_0063_row_34150_column_97743,train
1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_36198_column_114127,CasoHEProstata_A_0063_row_36198_column_114127,train
-1,-1,-1,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_36198_column_116175,CasoHEProstata_A_0063_row_36198_column_116175,train
2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_36198_column_128463,CasoHEProstata_A_0063_row_36198_column_128463,train
-1,-1,-1,-1,1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_36198_column_130511,CasoHEProstata_A_0063_row_36198_column_130511,train
-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0063_row_36198_column_97743,CasoHEProstata_A_0063_row_36198_column_97743,train
-1,-1,2,-1,-1,1,-1,-1,-1,-1,2,2,1,1,2,2,CasoHEProstata_A_0063_row_36198_column_99791,CasoHEProstata_A_0063_row_36198_column_99791,train
1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_38246_column_114127,CasoHEProstata_A_0063_row_38246_column_114127,train
-1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_38246_column_116175,CasoHEProstata_A_0063_row_38246_column_116175,train
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0063_row_38246_column_128463,CasoHEProstata_A_0063_row_38246_column_128463,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_38246_column_130511,CasoHEProstata_A_0063_row_38246_column_130511,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_38246_column_97743,CasoHEProstata_A_0063_row_38246_column_97743,train
1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0063_row_38246_column_99791,CasoHEProstata_A_0063_row_38246_column_99791,train
2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_40294_column_101839,CasoHEProstata_A_0063_row_40294_column_101839,train
-1,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,1,1,0,2,CasoHEProstata_A_0063_row_40294_column_112079,CasoHEProstata_A_0063_row_40294_column_112079,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_40294_column_114127,CasoHEProstata_A_0063_row_40294_column_114127,train
-1,-1,2,-1,-1,1,-1,-1,-1,-1,2,2,1,1,2,2,CasoHEProstata_A_0063_row_40294_column_116175,CasoHEProstata_A_0063_row_40294_column_116175,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0063_row_40294_column_128463,CasoHEProstata_A_0063_row_40294_column_128463,train
-1,-1,1,0,-1,0,-1,-1,-1,-1,0,0,1,0,0,3,CasoHEProstata_A_0063_row_40294_column_130511,CasoHEProstata_A_0063_row_40294_column_130511,train
-1,1,-1,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_40294_column_99791,CasoHEProstata_A_0063_row_40294_column_99791,train
-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0063_row_42342_column_101839,CasoHEProstata_A_0063_row_42342_column_101839,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0063_row_42342_column_112079,CasoHEProstata_A_0063_row_42342_column_112079,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0063_row_42342_column_114127,CasoHEProstata_A_0063_row_42342_column_114127,train
-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0063_row_42342_column_97743,CasoHEProstata_A_0063_row_42342_column_97743,train
1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0063_row_42342_column_99791,CasoHEProstata_A_0063_row_42342_column_99791,train
1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0063_row_44390_column_99791,CasoHEProstata_A_0063_row_44390_column_99791,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0063_row_46438_column_97743,CasoHEProstata_A_0063_row_46438_column_97743,train
-1,-1,0,-1,2,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_46438_column_99791,CasoHEProstata_A_0063_row_46438_column_99791,train
2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_48486_column_97743,CasoHEProstata_A_0063_row_48486_column_97743,train
1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0063_row_54630_column_97743,CasoHEProstata_A_0063_row_54630_column_97743,train
-1,2,-1,-1,-1,1,-1,-1,-1,-1,2,2,2,1,1,2,CasoHEProstata_A_0063_row_56678_column_97743,CasoHEProstata_A_0063_row_56678_column_97743,train
-1,-1,2,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0063_row_56678_column_99791,CasoHEProstata_A_0063_row_56678_column_99791,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0063_row_58726_column_97743,CasoHEProstata_A_0063_row_58726_column_97743,train
1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,CasoHEProstata_A_0063_row_58726_column_99791,CasoHEProstata_A_0063_row_58726_column_99791,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0066_row_37676_column_133386,CasoHEProstata_A_0066_row_37676_column_133386,train
-1,-1,-1,2,-1,3,-1,-1,-1,-1,2,2,3,3,2,2,CasoHEProstata_A_0066_row_37676_column_135434,CasoHEProstata_A_0066_row_37676_column_135434,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0066_row_37676_column_137482,CasoHEProstata_A_0066_row_37676_column_137482,train
1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,CasoHEProstata_A_0066_row_39724_column_133386,CasoHEProstata_A_0066_row_39724_column_133386,train
-1,1,-1,-1,2,2,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0066_row_39724_column_135434,CasoHEProstata_A_0066_row_39724_column_135434,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0066_row_39724_column_137482,CasoHEProstata_A_0066_row_39724_column_137482,train
-1,-1,-1,2,-1,2,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0067_row_27755_column_35024,CasoHEProstata_A_0067_row_27755_column_35024,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0067_row_27755_column_37072,CasoHEProstata_A_0067_row_27755_column_37072,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0067_row_29803_column_35024,CasoHEProstata_A_0067_row_29803_column_35024,train
3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,1,3,2,CasoHEProstata_A_0069_row_10213_column_48383,CasoHEProstata_A_0069_row_10213_column_48383,train
3,-1,-1,2,-1,-1,-1,-1,-1,-1,3,3,2,2,2,2,CasoHEProstata_A_0069_row_10213_column_50431,CasoHEProstata_A_0069_row_10213_column_50431,train
0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,2,CasoHEProstata_A_0069_row_10213_column_52479,CasoHEProstata_A_0069_row_10213_column_52479,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0069_row_12261_column_48383,CasoHEProstata_A_0069_row_12261_column_48383,train
3,-1,-1,2,-1,-1,-1,-1,-1,-1,3,3,2,2,2,2,CasoHEProstata_A_0069_row_14309_column_42239,CasoHEProstata_A_0069_row_14309_column_42239,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0069_row_14309_column_44287,CasoHEProstata_A_0069_row_14309_column_44287,train
3,-1,-1,-1,-1,2,-1,-1,-1,-1,3,3,2,2,2,2,CasoHEProstata_A_0069_row_16357_column_42239,CasoHEProstata_A_0069_row_16357_column_42239,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0069_row_26597_column_34047,CasoHEProstata_A_0069_row_26597_column_34047,train
2,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0069_row_26597_column_36095,CasoHEProstata_A_0069_row_26597_column_36095,train
-1,1,-1,-1,-1,2,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0069_row_26597_column_40191,CasoHEProstata_A_0069_row_26597_column_40191,train
-1,-1,2,-1,1,-1,-1,-1,-1,-1,2,2,2,1,2,2,CasoHEProstata_A_0069_row_28645_column_34047,CasoHEProstata_A_0069_row_28645_column_34047,train
